frame,time_s,track_id,class_id,class_name,conf,x1,y1,x2,y2,cx,cy
30,0.5005000000000001,-1,32,sports ball,0.10965131223201752,0.13934898376464844,137.15615844726562,73.01898193359375,262.73199462890625,36.5791654586792,199.94407653808594
33,0.55055,-1,32,sports ball,0.5937469601631165,49.33899688720703,97.76339721679688,190.10458374023438,212.9208221435547,119.7217903137207,155.34210968017578
34,0.5672333333333334,1,32,sports ball,0.7536149621009827,80.26918029785156,88.06827545166016,222.939453125,204.82931518554688,151.60431671142578,146.44879531860352
35,0.5839166666666666,-1,32,sports ball,0.4571177363395691,135.31370544433594,74.15936279296875,264.8359069824219,190.72047424316406,200.0748062133789,132.4399185180664
36,0.6006,-1,32,sports ball,0.24151258170604706,181.1770477294922,69.53713989257812,304.63531494140625,185.31353759765625,242.90618133544922,127.42533874511719
37,0.6172833333333333,-1,32,sports ball,0.12651792168617249,226.41256713867188,62.99748229980469,341.95458984375,175.5552520751953,284.18357849121094,119.2763671875
40,0.6673333333333333,-1,32,sports ball,0.11501392722129822,351.9791564941406,53.88361358642578,462.6964416503906,168.00363159179688,407.3377990722656,110.94362258911133
42,0.7007,-1,32,sports ball,0.2325998693704605,432.4541015625,57.077293395996094,543.44677734375,170.49545288085938,487.950439453125,113.78637313842773
43,0.7173833333333334,-1,32,sports ball,0.14550372958183289,473.1617736816406,63.02227020263672,584.7651977539062,177.77935791015625,528.9634857177734,120.40081405639648
44,0.7340666666666666,-1,32,sports ball,0.17457900941371918,515.9537963867188,67.88864135742188,624.1083374023438,184.22589111328125,570.0310668945312,126.05726623535156
45,0.75075,-1,32,sports ball,0.37192460894584656,552.6790161132812,73.41254425048828,670.5465698242188,191.582763671875,611.61279296875,132.49765396118164
49,0.8174833333333333,-1,32,sports ball,0.3098064661026001,706.221923828125,122.46151733398438,829.0941162109375,239.3693389892578,767.6580200195312,180.9154281616211
50,0.8341666666666667,-1,32,sports ball,0.4196799099445343,743.5427856445312,138.5657958984375,869.0364990234375,253.36669921875,806.2896423339844,195.96624755859375
51,0.85085,-1,32,sports ball,0.12979863584041595,780.9727172851562,151.2425994873047,905.9315795898438,272.7694091796875,843.4521484375,212.0060043334961
61,1.0176833333333333,-1,32,sports ball,0.1363374888896942,1149.482666015625,395.0955505371094,1274.5001220703125,520.5630493164062,1211.9913940429688,457.8292999267578
62,1.0343666666666667,-1,32,sports ball,0.1755622923374176,1183.3658447265625,428.0732116699219,1310.142578125,552.5167846679688,1246.7542114257812,490.2949981689453
63,1.05105,-1,32,sports ball,0.36345207691192627,1025.7147216796875,466.11083984375,1087.037841796875,528.8284912109375,1056.3762817382812,497.46966552734375
63,1.05105,-1,32,sports ball,0.2189110368490219,1219.169677734375,462.2212829589844,1347.585205078125,589.3744506835938,1283.37744140625,525.7978668212891
64,1.0677333333333334,-1,32,sports ball,0.4245123267173767,1042.79296875,482.804443359375,1101.639404296875,545.5801391601562,1072.2161865234375,514.1922912597656
65,1.0844166666666666,-1,32,sports ball,0.21633830666542053,1289.5833740234375,533.6663818359375,1416.8922119140625,660.2031860351562,1353.23779296875,596.9347839355469
65,1.0844166666666666,-1,32,sports ball,0.13998907804489136,1059.55810546875,498.4031066894531,1104.4339599609375,563.287353515625,1081.9960327148438,530.8452301025391
