frame,time_s,track_id,class_id,class_name,conf,x1,y1,x2,y2,cx,cy,cx_m,cy_m,vx_m,vy_m,ax_m,ay_m,speed_m,acceleration_m,kinetic_energy,momentum_x,momentum_y,momentum_magnitude,force_x,force_y,force_magnitude,potential_energy,total_energy,work_done,power,cx_m_smooth,cy_m_smooth,vx_m_smooth,vy_m_smooth,ax_m_smooth,ay_m_smooth
1,0.016683333333333335,2,62,tv,0.801904559135437,467.0968017578125,399.9541320800781,1080.2525634765625,758.4777221679688,773.6746826171875,579.2159271240234,15.47349365234375,11.584318542480469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.04260691680908,45.04260691680908,0.0,0.0,13.553536627164894,11.359709660121364,0.0,0.0,0.0,0.0
1,0.016683333333333335,7,0,person,0.7200383543968201,0.0,388.00079345703125,127.10635375976562,1080.0,63.55317687988281,734.0003967285156,1.2710635375976562,14.680007934570312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.85825044860839,29.85825044860839,-15.184356468200686,0.0,8.950891638313042,15.578443464006698,-549.38295165278,-22.686857732808075,28607.798922086033,-10685.299150273086
2,0.03336666666666667,2,62,tv,0.8114346861839294,493.09405517578125,439.5752258300781,1097.679931640625,793.3118286132812,795.3869934082031,616.4435272216797,15.907739868164063,12.328870544433594,877.3232565774068,-140.92731609211103,0.0,0.0,888.5699775214737,0.0,197389.15123812805,438.6616282887034,-70.46365804605551,444.28498876073684,0.0,0.0,0.0,41.390579347229,197430.54181747528,197400.6835670267,11832208.805216383,4.387997717091014,10.981217250279016,477.2734453501354,-178.26640749038933,32930.04705211468,1359.8516123561283
2,0.03336666666666667,22,32,sports ball,0.7615177035331726,0.1315261274576187,346.07421875,101.21360778808594,445.77996826171875,50.67256695777178,395.9270935058594,1.0134513391554356,7.9185418701171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.02324149475097,63.02324149475097,-197367.51857598053,0.0,16.9134036182378,12.604365565708703,0.0,0.0,0.0,0.0
2,0.03336666666666667,23,59,bed,0.5308042764663696,1389.970947265625,975.9279174804688,1871.5408935546875,1080.0,1630.7559204101562,1027.9639587402344,32.615118408203124,20.559279174804686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0204250152587864,1.0204250152587864,-62.00281647949218,0.0,13.87449041031088,15.600319850376673,0.0,0.0,0.0,0.0
2,0.03336666666666667,7,0,person,0.7262046933174133,0.0,389.33966064453125,124.0218276977539,1080.0,62.01091384887695,734.6698303222656,1.2402182769775392,14.693396606445312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.79257901306152,29.79257901306152,28.772153997802732,0.0,17.117250858464413,17.153770167759482,-652.694844485384,-314.17618322665055,-682.8071285778105,-15983.17934200939
3,0.050050000000000004,2,62,tv,0.8043497204780579,501.1352233886719,454.17230224609375,1104.5535888671875,807.60107421875,802.8444061279297,630.8866882324219,16.056888122558593,12.617733764648438,888.1120786562069,-124.41535515265974,0.0,0.0,896.7843915082439,0.0,201055.5612132028,444.05603932810345,-62.20767757632987,448.39219575412193,0.0,0.0,0.0,39.973705252075185,201095.53491845488,201065.74233944181,12051892.647718789,2.985364754813055,10.358813860212052,-11.391498928439807,-266.65270868919004,39122.568101022014,18831.739254344688
3,0.050050000000000004,22,32,sports ball,0.7606013417243958,0.0,346.5597229003906,100.12183380126953,445.91748046875,50.060916900634766,396.2386016845703,1.0012183380126953,7.924772033691406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.99268254241943,62.99268254241943,-201032.54223591246,0.0,16.927202684674942,12.705114144461495,0.0,0.0,0.0,0.0
3,0.050050000000000004,23,59,bed,0.5529229640960693,1385.1434326171875,976.1058349609375,1865.8970947265625,1080.0,1625.520263671875,1028.0529174804688,32.5104052734375,20.561058349609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0116981628417872,1.0116981628417872,-61.98098437957764,0.0,12.387281197684148,14.900531964983259,0.0,0.0,0.0,0.0
3,0.050050000000000004,7,0,person,0.7141013145446777,0.0,390.2481689453125,121.84945678710938,1080.0,60.92472839355469,735.1240844726562,1.2184945678710937,14.702481689453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.748016680908197,29.748016680908197,28.736318518066412,0.0,22.702737285069055,19.297815107073102,4.41491091219064,139.86086614975406,-20245.600300450566,-9566.364519607423
