frame,time_s,track_id,class_id,class_name,conf,x1,y1,x2,y2,cx,cy
66,1.1011,1,32,sports ball,0.8749114274978638,754.9213256835938,252.35061645507812,865.9528198242188,352.9032897949219,810.4370727539062,302.626953125
67,1.1177833333333334,1,32,sports ball,0.8838320970535278,789.07421875,262.8627014160156,901.4428100585938,364.46929931640625,845.2585144042969,313.66600036621094
68,1.1344666666666667,1,32,sports ball,0.9029685854911804,822.8623046875,275.7925109863281,934.5052490234375,376.5528869628906,878.6837768554688,326.1726989746094
69,1.1511500000000001,1,32,sports ball,0.7286841869354248,856.0121459960938,288.39599609375,970.2186889648438,391.73223876953125,913.1154174804688,340.0641174316406
70,1.1678333333333333,1,32,sports ball,0.7281610369682312,888.6370849609375,302.5343322753906,1004.2080078125,407.4611511230469,946.4225463867188,354.99774169921875
71,1.1845166666666667,1,32,sports ball,0.7368993759155273,921.537841796875,319.05419921875,1037.528564453125,424.7078857421875,979.533203125,371.88104248046875
72,1.2012,1,32,sports ball,0.1535654366016388,953.294921875,335.8115539550781,1069.9407958984375,442.6651306152344,1011.6178588867188,389.23834228515625
73,1.2178833333333334,-1,32,sports ball,0.25731953978538513,987.852783203125,361.3505859375,1099.18115234375,468.739990234375,1043.5169677734375,415.0452880859375
75,1.25125,-1,32,sports ball,0.43292561173439026,139.41275024414062,743.127197265625,238.53289794921875,815.43505859375,188.9728240966797,779.2811279296875
76,1.2679333333333334,-1,32,sports ball,0.3090396821498871,1083.7723388671875,426.00177001953125,1193.4083251953125,537.5429077148438,1138.59033203125,481.7723388671875
77,1.2846166666666667,-1,32,sports ball,0.16705720126628876,105.86700439453125,793.6723022460938,201.12445068359375,873.1802368164062,153.4957275390625,833.42626953125
77,1.2846166666666667,-1,32,sports ball,0.15398399531841278,1113.8924560546875,452.5782470703125,1224.6932373046875,562.4325561523438,1169.2928466796875,507.5054016113281
80,1.3346666666666667,-1,32,sports ball,0.21390023827552795,22.000213623046875,862.53173828125,107.80833435058594,951.6689453125,64.9042739868164,907.100341796875
82,1.3680333333333334,-1,32,sports ball,0.20315739512443542,1265.9537353515625,602.08935546875,1381.6610107421875,716.186767578125,1323.807373046875,659.1380615234375
83,1.3847166666666666,-1,32,sports ball,0.21895743906497955,1297.5814208984375,635.2587890625,1414.0855712890625,751.205810546875,1355.83349609375,693.2322998046875
85,1.4180833333333334,-1,32,sports ball,0.18132534623146057,1359.345703125,708.8363037109375,1477.798095703125,828.6534423828125,1418.5718994140625,768.744873046875
86,1.4347666666666667,-1,32,sports ball,0.31971338391304016,1391.6046142578125,747.8082275390625,1510.4744873046875,868.1104736328125,1451.03955078125,807.9593505859375
87,1.4514500000000001,-1,32,sports ball,0.48111867904663086,1424.5582275390625,789.130615234375,1544.1910400390625,911.025390625,1484.3746337890625,850.0780029296875
88,1.4681333333333333,-1,32,sports ball,0.6020721197128296,1456.29541015625,831.0426025390625,1575.6875,954.47021484375,1515.991455078125,892.7564086914062
89,1.4848166666666667,-1,32,sports ball,0.7975426912307739,1486.61572265625,872.9669189453125,1607.93310546875,997.245361328125,1547.2744140625,935.1061401367188
90,1.5015,-1,32,sports ball,0.5395343899726868,1517.15380859375,916.6331787109375,1639.85693359375,1038.2576904296875,1578.50537109375,977.4454345703125
