frame,time_s,track_id,class_id,class_name,conf,x1,y1,x2,y2,cx,cy,cx_m,cy_m,vx_m,vy_m,ax_m,ay_m,speed_m,acceleration_m,kinetic_energy,momentum_x,momentum_y,momentum_magnitude,force_x,force_y,force_magnitude,potential_energy,total_energy,work_done,power,cx_m_smooth,cy_m_smooth,vx_m_smooth,vy_m_smooth,ax_m_smooth,ay_m_smooth
1,0.03333333333333333,1,77,teddy bear,0.6072647571563721,1725.378173828125,681.34423828125,1919.733154296875,1080.0,1822.5556640625,880.672119140625,36.45111328125,17.6134423828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553947061157214,0.553947061157214,0.0,0.0,36.43336768886025,17.27299131556922,0.0,0.0,0.0,0.0
1,0.03333333333333333,2,62,tv,0.5746908783912659,411.66259765625,301.3291015625,1038.4842529296875,672.7156982421875,725.0734252929688,487.02239990234375,14.501468505859375,9.740447998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.17098451843261,39.17098451843261,38.617037457275394,0.0,14.572450875418511,11.1022522670201,0.0,0.0,0.0,0.0
1,0.03333333333333333,3,59,bed,0.3337218165397644,648.61083984375,686.224365234375,1917.88818359375,1078.8743896484375,1283.24951171875,882.5493774414062,25.664990234375,17.650987548828127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36978802185056925,0.36978802185056925,-38.801196496582044,0.0,25.55851668003627,15.608281145368304,402.9759950474335,134.9873997279573,-624.5040736607144,-1022.2201695033486
2,0.06666666666666667,1,77,teddy bear,0.6007468104362488,1723.5997314453125,681.7137451171875,1917.8604736328125,1080.0,1820.7301025390625,880.8568725585938,36.41460205078125,17.617137451171875,322.4883544921874,-1.015502929687564,0.0,0.0,322.48995337727797,0.0,25999.94250731973,161.2441772460937,-0.507751464843782,161.24497668863899,0.0,0.0,0.0,0.5358227508544859,26000.478330070586,26000.108542048736,780003.2562614621,28.004984043666294,15.60183225795201,-20.81680245535715,-34.07400565011162,-12089.279851423005,-4049.6219918387187
2,0.06666666666666667,2,62,tv,0.5288923978805542,408.7790832519531,300.80279541015625,1037.7628173828125,673.4520874023438,723.2709503173828,487.12744140625,14.465419006347656,9.742548828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.16067994689941,39.16067994689941,-25961.317650123685,0.0,24.8646232648577,14.47248095703125,0.0,0.0,0.0,0.0
2,0.06666666666666667,3,59,bed,0.3710159957408905,644.4766235351562,684.6515502929688,1920.0,1079.6251220703125,1282.2383117675781,882.1383361816406,25.64476623535156,17.642766723632814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4101111694335777,0.4101111694335777,-38.75056877746583,0.0,17.0529026750837,12.230542131696428,-138.67042445591508,0.4711764090401437,6774.924494280136,2430.618577357699
3,0.1,2,62,tv,0.3045922517776489,407.4554443359375,300.6964111328125,1038.136474609375,674.383056640625,722.7959594726562,487.53973388671875,14.455919189453125,9.750794677734374,-335.66541137695305,-236.75916137695316,0.0,0.0,410.7629108022988,0.0,42181.54222269432,-167.83270568847652,-118.37958068847658,205.3814554011494,0.0,0.0,0.0,39.12023405456543,42220.66245674888,42220.25234557945,1266607.5703673833,20.24227578299386,14.488186837332588,225.83081647600457,81.02061924525665,4160.112733677452,-14.135292271204309
3,0.1,3,59,bed,0.3431471586227417,644.05615234375,684.5435180664062,1920.0,1079.68212890625,1282.028076171875,882.1128234863281,25.6405615234375,17.64225646972656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41261396484374724,0.41261396484374724,-42220.24984278404,0.0,24.580596557617188,14.93122943987165,0.0,0.0,0.0,0.0
3,0.1,1,77,teddy bear,0.5782476663589478,1724.64013671875,682.320068359375,1918.648193359375,1080.0,1821.6441650390625,881.1600341796875,36.43288330078125,17.62320068359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5060825958251814,0.5060825958251814,0.09346863098143421,0.0,36.55145578438895,18.990570434570312,178.88056849888386,-1.4417630440848586,-13302.912555803576,-4706.07228306362
4,0.13333333333333333,1,77,teddy bear,0.5766122341156006,1724.7420654296875,682.8324584960938,1918.5911865234375,1080.0,1821.6666259765625,881.4162292480469,36.43333251953125,17.628324584960936,0.013476562499974424,0.15371704101553976,0.0,0.0,0.15430666361304313,0.0,0.005952636608847212,0.006738281249987212,0.07685852050776988,0.07715333180652156,0.0,0.0,0.0,0.48094985961914066,0.48690249622798787,-0.01918009959719358,-0.5754029879158075,30.54328217424665,14.883170671735488,-443.4304185267858,-156.86907610212063,-5366.417054966517,43.252891322545764
