frame,time_s,track_id,class_id,class_name,conf,x1,y1,x2,y2,cx,cy,cx_m,cy_m,vx_m,vy_m,ax_m,ay_m,speed_m,acceleration_m,kinetic_energy,momentum_x,momentum_y,momentum_magnitude,force_x,force_y,force_magnitude,potential_energy,total_energy,work_done,power,cx_m_smooth,cy_m_smooth,vx_m_smooth,vy_m_smooth,ax_m_smooth,ay_m_smooth
1,0.016683333333333335,1,62,tv,0.801904559135437,416.28759765625,405.0486145019531,1037.6317138671875,772.443603515625,726.9596557617188,588.7461090087891,14.539193115234376,11.774922180175782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.107696073913566,44.107696073913566,0.0,0.0,14.739287078464898,12.182628064836774,8.423336424877311,-85.36304176083446,-45505.82748062335,-1414.5284327633788
2,0.03336666666666667,1,62,tv,0.8114346861839294,483.01177978515625,441.56378173828125,1085.0074462890625,797.3673706054688,784.0096130371094,619.465576171875,15.680192260742187,12.3893115234375,68.39155717329535,36.826534061641475,0.0,0.0,77.67624285186152,0.0,1508.399675895342,34.19577858664768,18.413267030820737,38.83812142593076,0.0,0.0,0.0,41.094116345214836,1549.4937922405568,1505.3860961666433,90232.93283716142,14.879816407819934,10.758487984793518,-750.7655520435223,-108.9620911141035,-504.8952902024362,5116.665839810257
2,0.03336666666666667,85,32,sports ball,0.7615177035331726,0.1315261274576187,346.07421875,101.21360778808594,445.77996826171875,50.67256695777178,395.9270935058594,1.0134513391554356,7.9185418701171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.02324149475097,63.02324149475097,-1486.470550745806,0.0,2.2140151185387986,10.364777178083147,0.0,0.0,0.0,0.0
2,0.03336666666666667,86,0,person,0.7262046933174133,0.006736746523529291,390.6904602050781,113.01396179199219,1080.0,56.51034926925786,735.3452301025391,1.130206985385157,14.70690460205078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.726322294616697,29.726322294616697,-33.29691920013427,0.0,9.357450818069944,14.76317785644531,0.0,0.0,0.0,0.0
2,0.03336666666666667,87,59,bed,0.5308042764663696,1389.970947265625,975.9279174804688,1871.5408935546875,1080.0,1630.7559204101562,1027.9639587402344,32.615118408203124,20.559279174804686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0204250152587864,1.0204250152587864,-28.70589727935791,0.0,21.565585398664965,17.99854126848493,586.1689977998062,-83.17811530684713,-74607.435944673,-29818.674649827033
3,0.050050000000000004,1,62,tv,0.8043497204780579,504.6274108886719,454.5851745605469,1102.2059326171875,807.8171997070312,803.4166717529297,631.2011871337891,16.068333435058594,12.624023742675782,-991.8152831055661,-475.63968624149277,0.0,0.0,1099.96848451657,0.0,302482.6667324199,-495.90764155278305,-237.81984312074638,549.984242258285,0.0,0.0,0.0,39.94285290985107,302522.6095853298,302521.5891603145,18133162.18743144,19.136703598030046,13.375489632742743,-1244.7007230102945,-497.47488874128106,-35135.00486312524,4985.701217193634
3,0.050050000000000004,85,32,sports ball,0.7606013417243958,0.0,346.5597229003906,100.12183380126953,445.91748046875,50.060916900634766,396.2386016845703,1.0012183380126953,7.924772033691406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.99268254241943,62.99268254241943,-302459.61690278735,0.0,0.7998283364432169,9.699001874651225,0.0,0.0,0.0,0.0
3,0.050050000000000004,86,0,person,0.7141013145446777,0.0,391.8055725097656,112.74874877929688,1080.0,56.37437438964844,735.9027862548828,1.1274874877929688,14.718055725097656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.67162603607177,29.67162603607177,-33.32105650634766,0.0,9.271880754743304,14.744336382184708,0.0,0.0,0.0,0.0
3,0.050050000000000004,87,59,bed,0.5529229640960693,1385.1434326171875,976.1058349609375,1865.8970947265625,1080.0,1625.520263671875,1028.0529174804688,32.5104052734375,20.561058349609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0116981628417872,1.0116981628417872,-28.659927873229982,0.0,21.5593736441476,18.029345145089287,592.6576577090825,-79.80171108885523,-74432.04305801966,-29745.517963671882
4,0.06673333333333334,1,62,tv,0.7970169186592102,511.6314392089844,458.9877624511719,1107.9000244140625,811.4478149414062,809.7657318115234,635.2177886962891,16.195314636230467,12.704355773925782,-977.9275107217002,-470.93122331769786,0.0,0.0,1085.4116423375256,0.0,294529.60833046114,-488.9637553608501,-235.46561165884893,542.7058211687628,0.0,0.0,0.0,39.54882429656981,294569.1571547577,294568.1454565949,17656432.295100592,19.159386010856498,13.412977835518973,-1241.7745850179613,-496.2543913605926,-35523.93552701793,4783.319345985328
4,0.06673333333333334,85,32,sports ball,0.7621797323226929,0.0,347.33367919921875,98.95941925048828,446.1841125488281,49.47970962524414,396.75889587402344,0.9895941925048828,7.935177917480469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.941641682434074,62.941641682434074,-294506.2155130753,0.0,0.8424343174312765,9.750167715890067,0.0,0.0,0.0,0.0
4,0.06673333333333334,86,0,person,0.7205032110214233,0.031506214290857315,397.3497314453125,111.94747924804688,1080.0,55.989492731168866,738.6748657226562,1.1197898546233773,14.773497314453126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.39968504028319,29.39968504028319,-33.54195664215088,0.0,7.865987999840505,14.09498312813895,0.0,0.0,0.0,0.0
4,0.06673333333333334,87,59,bed,0.5367065668106079,1386.7301025390625,976.4405517578125,1866.201171875,1080.0,1626.4656372070312,1028.2202758789062,32.529312744140626,20.564405517578123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9952803039550782,0.9952803039550782,-28.404404736328114,0.0,27.131044480741025,20.1556759992327,1075.7888242732072,339.736498330074,-45883.28568397679,-14306.03980436264
5,0.08341666666666667,87,59,bed,0.5261887907981873,1384.1082763671875,976.8992919921875,1861.484619140625,1080.0,1622.7964477539062,1028.4496459960938,32.45592895507812,20.568992919921875,-4.398628715035205,0.2749691714536658,0.0,0.0,4.407214836830872,0.0,4.855885654495542,-2.1993143575176024,0.1374845857268329,2.203607418415436,0.0,0.0,0.0,0.9727790954589747,5.828664749954517,4.833384445999439,289.71335340655986,25.813731551465175,19.762920375279016,-765.4861494943459,-238.6724307361166,-64482.84660978267,-20363.826073730717
5,0.08341666666666667,86,0,person,0.7244778275489807,0.24541310966014862,401.68609619140625,111.47468566894531,1080.0,55.86004938930273,740.8430480957031,1.1172009877860547,14.816860961914063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.186986349487295,29.186986349487295,23.35832159953278,0.0,14.360183886677024,16.173824279785155,0.0,0.0,0.0,0.0
5,0.08341666666666667,1,62,tv,0.8275348544120789,512.36767578125,460.38348388671875,1109.9317626953125,813.7955932617188,811.1497192382812,637.0895385742188,16.222994384765624,12.741790771484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.36520563354492,39.36520563354492,10.178219284057622,0.0,4.427306443231443,11.13965909249442,0.0,0.0,0.0,0.0
5,0.08341666666666667,85,32,sports ball,0.7616464495658875,0.0,348.2100830078125,98.1707534790039,446.4223937988281,49.08537673950195,397.3162384033203,0.981707534790039,7.946324768066407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.88696638031005,62.88696638031005,23.521760746765132,0.0,11.420105010198695,10.638928118024554,157.95027742580498,-112.35686153968796,-28308.38505888449,887.2666901231479
6,0.10010000000000001,1,62,tv,0.8396714329719543,513.6119384765625,460.47955322265625,1108.1978759765625,811.974609375,810.9049072265625,636.2270812988281,16.21809814453125,12.724541625976563,913.2701664180541,286.4066048697395,0.0,0.0,957.1265016612336,0.0,229022.78504556787,456.6350832090271,143.20330243486976,478.5632508306168,0.0,0.0,0.0,39.44981269226073,229062.23485826014,228999.34789187982,13726234.638873909,7.0624435716186245,9.265172119140624,-472.2782240657232,14.802565946887858,-9467.549096451843,6734.677015365908
6,0.10010000000000001,85,32,sports ball,0.7712484002113342,0.0,348.85614013671875,97.56200408935547,446.8252868652344,48.781002044677734,397.84071350097656,0.9756200408935547,7.956814270019532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.835515373229974,62.835515373229974,-228999.3993428869,0.0,3.5409299720355425,10.885884259905133,0.0,0.0,0.0,0.0
6,0.10010000000000001,86,0,person,0.7244327664375305,0.5786911845207214,408.28265380859375,110.791015625,1080.0,55.68485340476036,744.1413269042969,1.1136970680952072,14.882826538085938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.863425198364247,28.863425198364247,-33.97209017486573,0.0,9.261758557098249,14.824558035714285,0.0,0.0,0.0,0.0
